@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
3052,'2019/05/28 21:05:29:831',11,1.580334,-1.078048,0.199685,-0.39618,-0.155755,-0.175472,0.022598,0.267967,0.160457,0.129234,0.125816,0.140864,0.096931,0,0,0,1
3053,'2019/05/28 21:05:29:847',11,0.533231,-0.42226,-0.043588,-0.359563,-0.18792,-0.178577,-0.013077,0.208813,0.202467,0.13656,0.015695,0.142357,0.155099,0,0,0,1
3054,'2019/05/28 21:05:29:863',11,0.64506,-0.060636,-0.298262,-0.453968,-0.281568,-0.123208,0.119099,0.382182,0.158215,0.050471,0.170085,-0.095143,0.048781,0,0,0,1
3055,'2019/05/28 21:05:29:881',11,0.781841,-0.225223,-0.232371,-0.320075,-0.270405,-0.24904,-0.020781,0.193271,0.135858,0.056713,0.038959,0.054811,0.133161,0,0,0,1
3056,'2019/05/28 21:05:29:897',11,0.894369,-0.345841,-0.148969,-0.555544,-0.38047,-0.213068,-0.050825,0.14329,0.13786,0.013189,0.177892,0.217989,0.048041,0,0,0,1
3057,'2019/05/28 21:05:29:914',11,0.902205,-0.545548,-0.114069,-0.474536,-0.290916,-0.218259,-0.089274,0.161534,0.048078,0.088446,0.175955,0.201375,0.146842,0,0,0,1
3058,'2019/05/28 21:05:29:930',11,1.00993,-0.588777,-0.145883,-0.401939,-0.311901,-0.333361,-0.017147,0.203828,0.275654,0.089029,0.134331,0.16858,0.170993,0,0,0,1
3059,'2019/05/28 21:05:29:947',11,1.007836,-0.738477,-0.161915,-0.493648,-0.194965,-0.351953,-0.05234,0.274323,0.353301,0.068369,0.143008,0.185856,0.045098,0,0,0,1
3060,'2019/05/28 21:05:29:964',11,1.069337,-0.776201,-0.08352,-0.470282,-0.210106,-0.307864,-0.100389,0.225088,0.324246,0.106132,0.182139,0.160585,0.126966,0,0,0,1
3061,'2019/05/28 21:05:29:981',11,1.123416,-0.768264,-0.037635,-0.572097,-0.206012,-0.19068,-0.009083,0.249888,0.309469,0.030809,0.228413,0.234548,0.121136,0,0,0,1
3062,'2019/05/28 21:05:29:997',11,1.251665,-0.771642,0.022413,-0.691947,-0.302715,-0.197627,0.094137,0.203953,0.284974,0.083064,0.223075,0.259417,0.000698,0,0,0,1
3063,'2019/05/28 21:05:30:014',11,1.312218,-1.12691,0.094615,-0.769309,-0.28509,-0.46708,0.027181,0.271046,0.292903,0.091535,0.283175,0.13087,0.104713,0,0,0,1
3064,'2019/05/28 21:05:30:030',11,1.421323,-1.073847,0.227115,-0.619135,-0.188281,-0.454579,-0.027527,0.255197,0.381872,0.104005,0.321412,0.183434,0.059148,0,0,0,1
3065,'2019/05/28 21:05:30:048',11,1.503142,-1.302559,0.061083,-0.748264,-0.310583,-0.392527,-0.087163,0.278058,0.49046,0.141494,0.27266,0.207162,0.124982,0,0,0,1
3066,'2019/05/28 21:05:30:064',11,1.553386,-1.336171,0.015193,-0.841719,-0.338591,-0.375689,-0.138247,0.342338,0.42286,0.159705,0.217454,0.27656,0.119251,0,0,0,1
3067,'2019/05/28 21:05:30:081',11,1.672243,-1.168274,0.071,-0.851871,-0.353019,-0.247923,0.025405,0.240777,0.268941,0.199333,0.286431,0.386166,-0.040363,0,0,0,1
3068,'2019/05/28 21:05:30:098',11,1.796411,-1.301353,0.252947,-0.660353,-0.283368,-0.23014,-0.069173,0.336623,0.348478,0.143445,0.305349,0.312402,0.034182,0,0,0,1
3069,'2019/05/28 21:05:30:114',11,1.806552,-1.275958,0.188594,-0.54629,-0.292245,-0.277933,-0.015289,0.279853,0.384563,0.158799,0.190399,0.309754,-0.00239,0,0,0,1
3070,'2019/05/28 21:05:30:130',11,1.829078,-1.237352,0.138428,-0.448443,-0.399513,-0.250506,-0.043976,0.345679,0.388633,0.141995,0.127589,0.195027,0.001271,0,0,0,1
3071,'2019/05/28 21:05:30:148',11,1.884448,-1.279099,0.125201,-0.421475,-0.334752,-0.200255,-0.10631,0.369051,0.362038,0.18911,0.11247,0.161588,0.014383,0,0,0,1
3072,'2019/05/28 21:05:30:164',11,1.954153,-1.183077,0.114988,-0.266005,-0.359525,-0.018238,-0.118752,0.271821,0.400569,0.000851,0.163263,0.201737,-0.025375,0,0,0,1
3073,'2019/05/28 21:05:30:181',11,1.958838,-1.152153,0.151557,-0.37825,-0.32516,-0.022391,-0.018454,0.238937,0.398863,0.006194,0.158803,0.250489,-0.068326,0,0,0,1
3074,'2019/05/28 21:05:30:197',11,1.99894,-1.334927,0.126276,-0.278757,-0.441181,-0.114309,-0.086766,0.305449,0.425,0.106479,0.081245,0.192456,-0.040146,0,0,0,1
3075,'2019/05/28 21:05:30:214',11,1.987319,-1.279277,0.043901,-0.210629,-0.458305,-0.156255,-0.050138,0.271611,0.454797,0.101991,0.121868,0.206533,0.004807,0,0,0,1
3076,'2019/05/28 21:05:30:231',11,1.99438,-1.218607,0.041358,-0.148049,-0.421551,-0.223419,0.009024,0.204407,0.482692,0.123726,0.177193,0.273083,0.012059,0,0,0,1
3077,'2019/05/28 21:05:30:247',11,1.817111,-1.052894,-0.108082,-0.045937,-0.620771,-0.108366,-0.044238,0.205011,0.38537,0.154625,0.256232,0.292755,0.064922,0,0,0,1
3078,'2019/05/28 21:05:30:264',11,0.85624,-0.436415,0.092606,-0.219133,-0.239011,-0.393934,-0.052711,0.107309,0.480073,0.222274,0.333586,0.190821,0.045975,0,0,0,1
3079,'2019/05/28 21:05:30:281',11,0.693028,-0.194643,-0.258022,-0.385777,-0.20317,-0.156408,-0.056509,0.375115,0.269686,0.192278,0.165628,0.151676,0.171908,0,0,0,1
3080,'2019/05/28 21:05:30:297',11,0.731753,-0.234625,-0.21016,-0.332541,-0.412402,-0.040232,0.109621,0.344735,0.109345,0.12026,0.060063,0.045006,-0.023036,0,0,0,1
3081,'2019/05/28 21:05:30:313',11,0.732127,-0.238284,-0.144361,-0.348116,-0.289258,-0.243062,-0.142381,0.179252,0.352767,0.044138,0.147804,-0.031118,0.012569,0,0,0,1
3082,'2019/05/28 21:05:30:331',11,0.793638,-0.279421,-0.217713,-0.506238,-0.349848,-0.298272,-0.095828,0.140676,0.258911,0.175849,0.134886,0.046428,0.172867,0,0,0,1
3083,'2019/05/28 21:05:30:347',11,0.839863,-0.329095,-0.30131,-0.558891,-0.336473,-0.27989,-0.093732,0.289703,0.277512,0.095799,0.157573,0.006712,0.096179,0,0,0,1
3084,'2019/05/28 21:05:30:364',11,0.930152,-0.511958,-0.249427,-0.644068,-0.263174,-0.36576,-0.177252,0.308816,0.316821,0.161261,0.206451,0.034935,0.279106,0,0,0,1
3085,'2019/05/28 21:05:30:380',11,0.780755,-0.60733,-0.22648,-0.643539,-0.254783,-0.263449,-0.194067,0.3353,0.361153,0.25298,0.224077,0.140876,0.258038,0,0,0,1
3086,'2019/05/28 21:05:30:397',11,1.017449,-0.530802,-0.17719,-0.723273,-0.223939,-0.23763,-0.139287,0.24245,0.400915,0.217955,0.170471,0.031744,0.157015,0,0,0,1
3087,'2019/05/28 21:05:30:413',11,1.014195,-0.645094,-0.133062,-0.694021,-0.198146,-0.28552,-0.053299,0.344515,0.463485,0.243621,0.237866,-0.014516,0.141344,0,0,0,1
3088,'2019/05/28 21:05:30:431',11,1.171993,-0.560085,-0.20448,-0.709354,-0.066775,-0.206555,-0.176072,0.22296,0.404919,0.099829,0.24836,0.000567,0.190067,0,0,0,1
3089,'2019/05/28 21:05:30:447',11,1.223135,-0.607936,-0.124461,-0.56617,-0.059499,-0.103586,-0.177753,0.155189,0.364946,0.128003,0.246817,0.019,0.250366,0,0,0,1
3090,'2019/05/28 21:05:30:464',11,1.311301,-0.857397,-0.035377,-0.575179,-0.059807,-0.197162,-0.02659,0.209505,0.326009,0.131921,0.056415,0.030792,0.231039,0,0,0,1
3091,'2019/05/28 21:05:30:480',11,1.361616,-0.886003,-0.02472,-0.584639,-0.078907,-0.215615,-0.04829,0.224235,0.267206,0.146188,-0.038174,0.082516,0.256556,0,0,0,1
3092,'2019/05/28 21:05:30:497',11,1.43435,-0.948754,0.073532,-0.569139,-0.063996,-0.21549,0.040731,0.146003,0.285435,0.158953,0.073855,0.065084,0.253351,0,0,0,1
3093,'2019/05/28 21:05:30:513',11,0.653991,-0.300667,-0.211669,-0.474439,-0.248273,-0.221616,0.098278,0.5297,0.331926,0.167928,0.133257,0.046185,0.022447,0,0,0,1
3094,'2019/05/28 21:05:30:531',11,0.846942,-0.105431,-0.01936,-0.412392,-0.450977,-0.488345,-0.180092,0.199588,0.159097,0.105779,-0.059629,0.060731,0.160828,0,0,0,1
3095,'2019/05/28 21:05:30:547',11,0.593573,-0.421741,-0.51861,-0.44407,-0.303433,-0.253201,-0.02925,0.252501,0.23912,0.126711,0.146834,0.224077,0.169738,0,0,0,1
3096,'2019/05/28 21:05:30:564',11,0.658337,-0.332017,-0.436861,-0.452542,-0.232902,-0.356863,-0.025831,0.394352,0.151634,0.188501,0.191518,0.119177,0.140402,0,0,0,1
3097,'2019/05/28 21:05:30:580',11,0.667255,-0.388057,-0.419029,-0.516111,-0.224772,-0.33741,-0.066789,0.276425,0.132133,0.239879,0.102484,0.180712,0.273313,0,0,0,1
3098,'2019/05/28 21:05:30:598',11,0.710603,-0.508068,-0.292053,-0.44434,-0.270361,-0.319114,-0.008013,0.296208,0.181087,0.207866,0.150233,0.150974,0.277004,0,0,0,1
3099,'2019/05/28 21:05:30:614',11,0.826761,-0.514928,-0.322712,-0.554717,-0.248199,-0.425266,0.002793,0.394237,0.171949,0.184209,0.071396,0.196339,0.261295,0,0,0,1
3100,'2019/05/28 21:05:30:631',11,0.882896,-0.566411,-0.320634,-0.50469,-0.25173,-0.424878,0.000547,0.367065,0.180654,0.219566,0.178615,0.137476,0.268401,0,0,0,1
3101,'2019/05/28 21:05:30:647',11,0.777737,-0.607411,-0.36794,-0.537148,-0.26758,-0.457039,-0.115825,0.305702,0.209787,0.220792,0.300006,0.178239,0.273991,0,0,0,1
3102,'2019/05/28 21:05:30:664',11,0.931265,-0.569761,-0.318207,-0.526012,-0.309774,-0.307833,-0.063181,0.409263,0.253257,0.23684,0.094713,0.246227,0.171651,0,0,0,1
3103,'2019/05/28 21:05:30:680',11,0.962415,-0.59362,-0.375731,-0.484473,-0.339896,-0.353689,-0.047892,0.500882,0.171495,0.253839,0.065,0.211565,0.173162,0,0,0,1
3104,'2019/05/28 21:05:30:697',11,1.055447,-0.618561,-0.215719,-0.443205,-0.291315,-0.37708,0.002772,0.406611,0.190694,0.202984,0.189209,0.143475,0.249774,0,0,0,1
3105,'2019/05/28 21:05:30:714',11,1.103105,-0.672568,-0.217432,-0.400709,-0.308003,-0.431507,0.020379,0.276485,0.231209,0.185446,0.177922,0.14983,0.241421,0,0,0,1
3106,'2019/05/28 21:05:30:731',11,0.663099,-0.269332,-0.113289,-0.323082,-0.343871,-0.290863,-0.036924,0.357466,0.311664,0.27391,0.091738,0.165493,0.130635,0,0,0,1
3107,'2019/05/28 21:05:30:748',11,0.729675,-0.299291,-0.1415,-0.391992,-0.195255,-0.117961,0.170078,0.324747,0.145848,0.118985,0.016129,0.072097,0.138122,0,0,0,1
3108,'2019/05/28 21:05:30:764',11,0.722098,-0.082722,0.060053,-0.371098,-0.372499,-0.129307,0.060128,0.164662,-0.039322,-0.048617,0.077238,0.088779,0.044145,0,0,0,1
3109,'2019/05/28 21:05:30:780',11,0.795902,-0.27267,-0.034228,-0.367705,-0.202318,-0.212482,0.028255,0.157706,0.19266,0.047419,-0.062803,0.069371,0.182377,0,0,0,1
3110,'2019/05/28 21:05:30:797',11,0.830969,-0.31061,-0.112369,-0.481495,-0.284892,-0.261418,0.105555,0.280931,0.294509,0.142483,-0.01572,0.067904,0.065272,0,0,0,1
3111,'2019/05/28 21:05:30:814',11,0.951378,-0.410153,-0.11561,-0.649986,-0.274246,-0.207636,0.141713,0.303955,0.397187,0.039404,0.020967,0.11041,0.083426,0,0,0,1
3112,'2019/05/28 21:05:30:830',11,1.001108,-0.442799,-0.113302,-0.679916,-0.275354,-0.263981,0.080166,0.225616,0.379704,0.118657,0.078527,0.121582,0.068641,0,0,0,1
3113,'2019/05/28 21:05:30:847',11,1.014688,-0.579446,-0.088631,-0.787073,-0.307796,-0.256712,0.070699,0.388937,0.393327,0.177988,0.142707,0.298051,0.153254,0,0,0,1
3114,'2019/05/28 21:05:30:864',11,1.17775,-0.70295,0.008282,-0.737892,-0.355009,-0.37374,0.201444,0.210414,0.440943,0.18256,0.078525,0.187536,0.096806,0,0,0,1
3115,'2019/05/28 21:05:30:881',11,1.201645,-0.788814,0.047937,-0.788524,-0.318995,-0.411128,0.145824,0.254053,0.508475,0.231119,0.042117,0.162949,0.190106,0,0,0,1
3116,'2019/05/28 21:05:30:897',11,1.309627,-0.821164,0.151429,-0.884777,-0.174542,-0.438917,-0.033426,0.335313,0.513341,0.135503,0.040674,0.3095,0.216662,0,0,0,1
3117,'2019/05/28 21:05:30:914',11,1.324078,-0.928175,0.243564,-0.921718,-0.168893,-0.359701,0.038722,0.3415,0.418465,0.266255,0.142757,0.379512,0.244341,0,0,0,1
3118,'2019/05/28 21:05:30:930',11,1.527375,-0.959987,0.106867,-0.888009,-0.231284,-0.239047,0.072974,0.262606,0.393633,0.299302,-0.001999,0.265089,0.233731,0,0,0,1
3119,'2019/05/28 21:05:30:947',11,1.577382,-0.961241,0.153086,-0.883434,-0.207426,-0.108428,0.070026,0.239687,0.400271,0.337229,-0.014816,0.23208,0.246073,0,0,0,1
3120,'2019/05/28 21:05:30:963',11,1.192349,-0.239572,-0.108594,-0.36034,-0.441404,-0.19921,-0.130215,0.101005,0.211257,-0.019416,-0.059401,0.215012,0.220785,0,0,0,1
3121,'2019/05/28 21:05:30:981',11,0.842332,-0.176958,-0.210641,-0.439371,-0.362492,-0.209059,-0.008357,0.231917,0.214716,0.038885,0.086924,0.163723,-0.180542,0,0,0,1
3122,'2019/05/28 21:05:30:997',11,0.734482,-0.384109,-0.429222,-0.470724,-0.258809,-0.170314,0.03859,0.04523,0.149334,0.188007,0.102623,0.167381,0.071647,0,0,0,1
3123,'2019/05/28 21:05:31:014',11,0.76954,-0.296883,-0.325564,-0.63793,-0.3301,-0.219747,0.091717,0.338195,0.198119,0.296345,0.143262,0.050514,0.044338,0,0,0,1
3124,'2019/05/28 21:05:31:030',11,0.798935,-0.440404,-0.326472,-0.684288,-0.388104,-0.269159,-0.084146,0.274082,0.167925,0.269845,0.175191,0.103749,0.140875,0,0,0,1
3125,'2019/05/28 21:05:31:047',11,0.901344,-0.612197,-0.239547,-0.62699,-0.449633,-0.138273,-0.159797,0.335761,0.167171,0.202601,0.358182,0.095525,0.228268,0,0,0,1
3126,'2019/05/28 21:05:31:064',11,0.980302,-0.504303,-0.35523,-0.676557,-0.329651,-0.157563,-0.086247,0.39515,0.206227,0.17908,0.265225,0.166292,0.123755,0,0,0,1
3127,'2019/05/28 21:05:31:081',11,0.994649,-0.688526,-0.264446,-0.682699,-0.342175,-0.280694,0.031592,0.327299,0.195645,0.166795,0.242159,0.143375,0.138388,0,0,0,1
3128,'2019/05/28 21:05:31:097',11,1.074992,-0.738474,-0.242147,-0.682415,-0.274321,-0.201998,-0.107944,0.302918,0.26013,0.118299,0.224197,0.184045,0.125523,0,0,0,1
3129,'2019/05/28 21:05:31:113',11,1.102938,-0.715816,-0.114822,-0.605259,-0.260855,-0.221662,-0.025013,0.254834,0.185061,0.217935,0.206083,0.194578,0.106189,0,0,0,1
3130,'2019/05/28 21:05:31:130',11,1.278045,-0.795171,0.045277,-0.708356,-0.252062,-0.186138,-0.013378,0.330516,0.220111,0.349387,0.072687,0.08218,-0.013566,0,0,0,1
3131,'2019/05/28 21:05:31:148',11,1.335442,-0.824911,0.058709,-0.696716,-0.224548,-0.163375,-0.146944,0.375537,0.344943,0.23257,-0.000118,0.134779,0.028303,0,0,0,1
3132,'2019/05/28 21:05:31:164',11,1.377166,-1.029083,0.258598,-0.630689,-0.166714,-0.165265,0.012552,0.322737,0.105701,0.203049,0.15144,0.136058,0.041151,0,0,0,1
3133,'2019/05/28 21:05:31:180',11,1.366403,-0.995304,0.170106,-0.653625,-0.178784,-0.162201,-0.035134,0.331036,0.113511,0.102345,0.120461,0.092915,0.049619,0,0,0,1
3134,'2019/05/28 21:05:31:197',11,1.548439,-1.145025,0.157208,-0.596763,-0.368771,-0.090763,-0.021753,0.409919,0.226934,0.135904,0.113191,0.040785,0.069863,0,0,0,1
3135,'2019/05/28 21:05:31:214',11,1.579418,-1.070375,0.114294,-0.489693,-0.397861,-0.014244,-0.061009,0.385253,0.288818,0.079352,0.232601,0.020473,0.068238,0,0,0,1
3136,'2019/05/28 21:05:31:230',11,1.659729,-1.105765,0.261869,-0.413172,-0.357959,-0.067651,-0.071351,0.26753,0.254044,0.188298,0.269128,0.180331,0.092864,0,0,0,1
3137,'2019/05/28 21:05:31:248',11,1.708624,-1.184578,0.189867,-0.480728,-0.413203,0.00366,-0.091815,0.292764,0.324629,0.189711,0.27366,0.139231,0.089708,0,0,0,1
3138,'2019/05/28 21:05:31:264',11,1.743623,-1.258561,0.134857,-0.616367,-0.459473,-0.048454,-0.037978,0.283343,0.333148,0.205995,0.256445,0.153885,0.066398,0,0,0,1
3139,'2019/05/28 21:05:31:281',11,1.896965,-1.124882,0.094904,-0.577011,-0.434149,0.059455,-0.017185,0.18809,0.391597,0.214917,0.250485,0.159047,0.02604,0,0,0,1
3140,'2019/05/28 21:05:31:297',11,1.859973,-1.203353,0.107279,-0.518275,-0.461088,0.007088,-0.032747,0.137246,0.390296,0.248614,0.270916,0.170968,0.107203,0,0,0,1
3141,'2019/05/28 21:05:31:314',11,1.878064,-1.158815,0.030133,-0.50036,-0.48666,-0.005626,-0.031655,0.109298,0.396291,0.338475,0.257144,0.151542,0.129723,0,0,0,1
3142,'2019/05/28 21:05:31:331',11,1.916462,-1.088512,0.024045,-0.489315,-0.592411,0.085711,-0.049944,0.112194,0.420198,0.339744,0.217874,0.138886,0.058059,0,0,0,1
3143,'2019/05/28 21:05:31:348',11,1.961065,-1.035679,-0.013652,-0.355844,-0.541435,0.122327,-0.007959,0.016941,0.460383,0.308643,0.253497,0.104375,0.131166,0,0,0,1
3144,'2019/05/28 21:05:31:364',11,1.895077,-1.016057,-0.03644,-0.325106,-0.430635,-0.002437,-0.040433,0.07345,0.362097,0.307934,0.239226,0.205045,0.173491,0,0,0,1
3145,'2019/05/28 21:05:31:380',11,1.904813,-0.994835,-0.083826,-0.313284,-0.485912,-0.051903,0.026064,0.108332,0.336408,0.275767,0.238326,0.184231,0.121151,0,0,0,1
3146,'2019/05/28 21:05:31:397',11,0.680664,-0.299534,-0.148019,-0.26332,-0.187412,-0.020082,0.153833,0.412013,0.337216,0.272473,0.155392,0.121563,0.008692,0,0,0,1
3147,'2019/05/28 21:05:31:413',11,0.621629,-0.30445,-0.258819,-0.281667,-0.049714,0.090559,0.193922,0.356849,0.25604,0.223672,0.045841,0.12391,0.088858,0,0,0,1
3148,'2019/05/28 21:05:31:431',11,0.806506,-0.542855,-0.27818,-0.39407,-0.242412,-0.063328,0.044248,0.277738,0.287723,0.088271,-0.030388,0.000195,-0.039234,0,0,0,1
3149,'2019/05/28 21:05:31:447',11,1.002064,-0.439946,-0.302964,-0.380552,-0.311224,-0.191965,-0.033815,0.24283,0.190967,0.112853,-0.028597,0.099302,0.177648,0,0,0,1
3150,'2019/05/28 21:05:31:464',11,0.974973,-0.650467,-0.172263,-0.414801,-0.283054,-0.173779,-0.020924,0.347683,0.169703,0.215393,-0.05055,0.140892,0.1439,0,0,0,1
3151,'2019/05/28 21:05:31:480',11,1.006382,-0.596134,-0.080544,-0.34471,-0.237726,-0.264332,-0.097841,0.233068,0.159429,0.162464,0.013809,0.157063,0.236913,0,0,0,1
3152,'2019/05/28 21:05:31:497',11,1.098502,-0.646626,-0.18349,-0.571421,-0.390312,-0.274154,0.015047,0.287512,0.210644,0.234001,0.036801,0.11749,0.13278,0,0,0,1
3153,'2019/05/28 21:05:31:513',11,1.061451,-0.581189,-0.213847,-0.431301,-0.374474,-0.321213,-0.023012,0.387388,0.193614,0.273857,0.042134,0.123746,0.097236,0,0,0,1
3154,'2019/05/28 21:05:31:531',11,0.990766,-0.605717,-0.233742,-0.36308,-0.359486,-0.300234,-0.130109,0.436631,0.302532,0.295937,0.05461,0.16196,0.096431,0,0,0,1
3155,'2019/05/28 21:05:31:547',11,1.045395,-0.642418,-0.392432,-0.404293,-0.441173,-0.26392,-0.105286,0.321258,0.227301,0.186865,0.123088,0.267,0.139351,0,0,0,1
3156,'2019/05/28 21:05:31:564',11,1.03565,-0.637353,-0.419188,-0.411529,-0.457865,-0.227763,-0.043356,0.386668,0.245854,0.310049,0.05647,0.234224,0.173696,0,0,0,1
3157,'2019/05/28 21:05:31:580',11,1.226089,-0.680203,-0.463305,-0.332436,-0.495254,-0.179521,-0.055026,0.314121,0.268002,0.407042,0.056399,0.160659,0.210275,0,0,0,1
3158,'2019/05/28 21:05:31:598',11,1.212242,-0.879477,-0.390152,-0.385032,-0.579694,-0.234055,-0.11792,0.247791,0.272941,0.347793,0.120526,0.321277,0.1929,0,0,0,1
3159,'2019/05/28 21:05:31:614',11,1.456972,-1.018425,-0.071526,-0.431075,-0.442097,-0.287422,-0.081906,0.394676,0.321934,0.398683,0.055977,0.208772,0.183481,0,0,0,1
3160,'2019/05/28 21:05:31:631',11,1.576259,-1.064388,-0.138097,-0.478518,-0.451264,-0.241059,-0.111033,0.39225,0.337594,0.362366,0.066379,0.161549,0.203619,0,0,0,1
3161,'2019/05/28 21:05:31:647',11,1.686729,-1.007631,-0.129088,-0.524874,-0.432384,-0.107978,-0.119459,0.359021,0.284464,0.384714,0.124071,0.037586,0.265329,0,0,0,1
3162,'2019/05/28 21:05:31:664',11,0.600383,-0.16738,-0.279218,-0.33462,-0.341955,-0.41595,0.052277,0.377167,0.273244,0.193419,0.220495,0.078696,0.187649,0,0,0,1
3163,'2019/05/28 21:05:31:680',11,0.660016,-0.30105,-0.285174,-0.485234,-0.250279,-0.147612,0.041864,0.299483,0.219813,0.255356,0.230714,-0.021481,0.07063,0,0,0,1
3164,'2019/05/28 21:05:31:697',11,0.698125,-0.248392,-0.21284,-0.330568,-0.246922,-0.255967,-0.201335,0.205888,0.035536,-0.033423,0.046207,0.103623,0.091511,0,0,0,1
3165,'2019/05/28 21:05:31:714',11,0.684865,-0.403419,-0.251121,-0.33584,-0.304433,-0.11698,0.072101,0.313826,0.277174,-0.01776,-0.009297,0.174056,-0.020602,0,0,0,1
3166,'2019/05/28 21:05:31:730',11,0.836854,-0.510326,-0.184211,-0.276435,-0.301991,-0.221682,-0.05065,0.194237,0.348131,0.07979,0.13084,0.179988,0.129954,0,0,0,1
3167,'2019/05/28 21:05:31:747',11,0.778594,-0.495643,-0.237161,-0.416033,-0.347697,-0.255993,-0.019134,0.210239,0.255362,0.182366,0.179856,0.114279,0.187475,0,0,0,1
3168,'2019/05/28 21:05:31:764',11,0.86626,-0.602404,-0.419802,-0.606438,-0.437829,-0.351135,-0.081566,0.331041,0.362918,0.185093,0.044598,0.116388,0.203374,0,0,0,1
3169,'2019/05/28 21:05:31:781',11,0.997167,-0.56112,-0.258937,-0.625607,-0.27189,-0.249415,-0.1231,0.39391,0.413297,0.15704,0.1011,0.095294,0.223479,0,0,0,1
3170,'2019/05/28 21:05:31:796',11,1.007151,-0.636948,-0.289163,-0.641406,-0.321502,-0.232471,-0.101681,0.335927,0.396119,0.172158,0.207616,0.188025,0.241813,0,0,0,1
3171,'2019/05/28 21:05:31:814',11,1.029115,-0.658931,-0.266823,-0.527353,-0.392363,-0.231022,-0.121135,0.296962,0.313005,0.281875,0.228035,0.214184,0.212753,0,0,0,1
3172,'2019/05/28 21:05:31:830',11,1.061029,-0.687698,-0.280863,-0.511173,-0.376783,-0.212969,-0.119742,0.38098,0.315173,0.259997,0.265311,0.063213,0.226154,0,0,0,1
3173,'2019/05/28 21:05:31:847',11,1.350676,-0.775966,-0.208226,-0.517116,-0.305144,-0.292093,0.045686,0.371957,0.316311,0.188112,0.1642,0.14376,0.147257,0,0,0,1
3174,'2019/05/28 21:05:31:864',11,1.412829,-1.006114,-0.209639,-0.509381,-0.355688,-0.330348,0.021509,0.212786,0.365268,0.118253,0.097136,0.192921,0.080123,0,0,0,1
3175,'2019/05/28 21:05:31:881',11,1.642727,-1.085492,0.054174,-0.450615,-0.175583,-0.238367,-0.070013,0.280783,0.354191,0.175835,-0.020779,0.270911,0.202393,0,0,0,1
3176,'2019/05/28 21:05:31:897',11,1.698784,-1.113616,0.14439,-0.55841,-0.156665,-0.194984,-0.006748,0.301893,0.301656,0.149826,0.016825,0.1691,0.125738,0,0,0,1
3177,'2019/05/28 21:05:31:914',11,1.758482,-1.110074,0.128188,-0.504936,-0.214875,-0.196684,0.022284,0.29251,0.27877,0.190534,-0.03552,0.09655,0.1147,0,0,0,1
3178,'2019/05/28 21:05:31:931',11,1.841611,-1.032232,0.029455,-0.409563,-0.121426,-0.286237,-0.027032,0.321012,0.411046,0.207206,-0.144596,0.196145,0.159985,0,0,0,1
3179,'2019/05/28 21:05:31:947',11,1.869177,-1.004313,0.038575,-0.343118,-0.154869,-0.201889,-0.02302,0.278094,0.333349,0.25592,-0.05343,0.20503,0.162987,0,0,0,1
3180,'2019/05/28 21:05:31:963',11,1.897419,-1.014157,-0.180404,-0.51022,-0.172918,-0.202551,-0.128494,0.189029,0.366946,0.177372,0.008059,0.30889,0.268367,0,0,0,1
3181,'2019/05/28 21:05:31:981',11,1.95837,-1.04318,-0.211264,-0.452913,-0.197009,-0.134124,-0.18622,0.244756,0.332301,0.19124,0.035765,0.282813,0.209064,0,0,0,1
3182,'2019/05/28 21:05:31:997',11,1.958008,-1.12377,-0.177419,-0.396318,-0.269522,-0.241818,-0.16528,0.260951,0.339696,0.070878,0.152853,0.424539,0.18921,0,0,0,1
3183,'2019/05/28 21:05:32:014',11,1.920855,-1.120309,-0.156741,-0.153699,-0.23859,-0.200199,-0.136124,0.235036,0.336208,0.104389,0.1817,0.325209,0.160426,0,0,0,1
3184,'2019/05/28 21:05:32:030',11,1.871872,-1.11408,-0.233337,-0.059869,-0.187077,-0.250677,-0.156714,0.259075,0.252732,0.072531,0.179723,0.277274,0.202615,0,0,0,1
3185,'2019/05/28 21:05:32:047',11,1.918914,-1.054517,-0.187724,-0.095873,-0.154342,-0.207672,-0.050786,0.197126,0.260392,0.079941,0.194681,0.266081,0.205291,0,0,0,1
3186,'2019/05/28 21:05:32:063',11,1.933423,-0.909208,-0.161268,-0.1956,-0.188013,-0.143708,-0.035105,0.200776,0.169865,0.115601,0.223694,0.28632,0.150559,0,0,0,1
3187,'2019/05/28 21:05:32:081',11,0.52398,-0.516989,-0.146112,-0.439968,-0.341556,-0.356188,-0.078895,0.030528,0.4151,0.145028,0.120027,0.077483,0.201371,0,0,0,1
3188,'2019/05/28 21:05:32:097',11,0.878312,-0.406398,-0.180633,-0.182504,-0.085217,-0.302376,-0.059869,0.177843,0.340487,0.283094,0.203783,0.109133,0.231354,0,0,0,1
