@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
130,'2019/05/28 21:03:43:301',1,0.848546,0.086903,0.630592,0.394553,0.28837,-0.01473,0.288344,0.362732,0.194509,0.353495,0.371472,0.116543,0.12074,1,0,0,0
131,'2019/05/28 21:03:43:318',1,0.849788,0.086297,0.699879,0.343462,0.143204,0.063306,0.161769,0.162505,0.17704,0.335943,0.499537,0.155211,0.240763,1,0,0,0
132,'2019/05/28 21:03:43:335',1,0.946127,0.225145,0.681057,0.15641,0.125332,0.152658,0.208504,0.20433,0.083756,0.100802,0.364983,0.385762,0.285768,1,0,0,0
133,'2019/05/28 21:03:43:352',1,0.868625,0.087735,0.539504,0.067082,0.182577,-0.010996,0.06043,0.335244,0.203938,0.091257,0.255399,0.253279,0.140359,1,0,0,0
134,'2019/05/28 21:03:43:368',1,0.748506,-0.091754,0.533984,0.00226,0.106298,-0.002686,0.156397,0.362158,0.409417,0.332616,0.435032,0.303544,0.29853,1,0,0,0
135,'2019/05/28 21:03:43:385',1,0.851205,-0.165147,0.445435,0.316122,0.17959,0.063036,0.233342,0.183695,0.230473,0.294902,0.333654,0.343335,0.329207,1,0,0,0
136,'2019/05/28 21:03:43:401',1,0.685042,-0.131113,0.538237,0.145883,0.073669,-0.005936,0.353793,0.317435,0.412112,0.337841,0.464867,0.208569,0.198494,1,0,0,0
137,'2019/05/28 21:03:43:418',1,0.795644,-0.067719,0.516862,0.148327,0.279575,0.120841,0.280607,0.353284,0.286692,0.2396,0.214211,0.195128,0.155753,1,0,0,0
138,'2019/05/28 21:03:43:434',1,0.698975,0.011527,0.723733,0.427717,0.39355,0.214282,0.258993,0.423716,0.265501,0.147806,0.217586,0.154603,0.143584,1,0,0,0
139,'2019/05/28 21:03:43:452',1,0.96884,0.332144,0.741046,0.246728,0.353581,0.027165,0.144336,0.184097,0.178768,0.211034,0.235361,0.186616,0.119785,1,0,0,0
140,'2019/05/28 21:03:43:468',1,0.96873,0.060482,0.686849,0.332929,0.147452,-0.001785,0.252642,0.346483,0.309496,0.232207,0.238709,0.150631,0.209576,1,0,0,0
141,'2019/05/28 21:03:43:485',1,0.891373,0.068613,0.686506,0.238431,0.202211,0.105906,0.335858,0.355709,0.147249,0.211648,0.224866,0.215305,0.066392,1,0,0,0
142,'2019/05/28 21:03:43:501',1,0.850911,-0.052484,0.719761,0.324507,0.159192,-0.113706,0.071013,0.317978,0.432529,0.293002,0.242472,0.193987,0.141811,1,0,0,0
143,'2019/05/28 21:03:43:519',1,0.825367,0.038605,0.76996,0.369495,0.323199,0.186647,0.238411,0.219489,0.038548,0.226239,0.245351,0.20034,0.298385,1,0,0,0
144,'2019/05/28 21:03:43:535',1,0.846668,0.214694,0.822631,0.292426,0.281491,0.113355,0.137053,0.228205,0.275996,0.227806,0.202891,0.109957,0.235796,1,0,0,0
145,'2019/05/28 21:03:43:552',1,0.839727,-0.015542,0.469599,0.265729,0.310586,0.24028,0.14166,0.242346,0.271399,0.344674,0.421789,0.225143,0.3258,1,0,0,0
146,'2019/05/28 21:03:43:568',1,0.891439,0.127083,0.611965,0.225137,0.107189,0.096277,0.258095,0.376782,0.250941,0.181673,0.325272,0.200706,0.218994,1,0,0,0
147,'2019/05/28 21:03:43:585',1,0.758909,0.018496,0.639074,0.195106,0.18998,-0.021047,0.135521,0.343479,0.427576,0.273254,0.355665,0.213324,0.21727,1,0,0,0
148,'2019/05/28 21:03:43:602',1,0.885087,-0.084262,0.508896,0.21783,0.161319,0.106317,0.130093,0.197179,0.26104,0.272496,0.384073,0.203201,0.139873,1,0,0,0
149,'2019/05/28 21:03:43:618',1,0.847522,-0.021309,0.462678,0.191984,0.141577,0.193642,0.300762,0.423519,0.322009,0.330346,0.288143,0.199076,0.186934,1,0,0,0
150,'2019/05/28 21:03:43:634',1,1.023976,0.148979,0.599425,0.251055,0.349324,0.091992,0.19077,0.270612,0.206039,0.294195,0.323782,0.154706,0.182673,1,0,0,0
151,'2019/05/28 21:03:43:651',1,0.844169,0.079868,0.650192,0.18543,0.09344,-0.007517,0.106038,0.200745,0.257832,0.208516,0.315388,0.256546,0.392065,1,0,0,0
152,'2019/05/28 21:03:43:668',1,0.830823,-0.004386,0.55477,0.118404,0.299286,0.049365,0.247472,0.29659,0.311707,0.452609,0.340496,0.249296,0.18244,1,0,0,0
153,'2019/05/28 21:03:43:684',1,1.044515,0.142097,0.541753,0.289312,0.27142,0.092783,0.050445,0.241991,0.143548,0.24188,0.35206,0.158101,0.225373,1,0,0,0
154,'2019/05/28 21:03:43:701',1,0.982056,0.160242,0.514223,0.159768,0.285245,0.006929,0.091123,0.267979,0.288421,0.238674,0.394351,0.18997,0.067258,1,0,0,0
155,'2019/05/28 21:03:43:718',1,0.767021,-0.10597,0.607089,0.288135,0.325949,0.162285,0.242528,0.274994,0.313036,0.227856,0.256484,0.181729,0.237918,1,0,0,0
156,'2019/05/28 21:03:43:735',1,0.896973,-0.109865,0.545533,0.324992,0.228773,0.015614,0.128536,0.06624,0.147345,0.351382,0.367664,0.261638,0.220919,1,0,0,0
157,'2019/05/28 21:03:43:751',1,0.944707,0.130026,0.562978,0.194952,0.153497,0.127851,0.294939,0.190739,0.157047,0.241682,0.386227,0.365352,0.146509,1,0,0,0
158,'2019/05/28 21:03:43:768',1,0.933593,0.209105,0.723461,0.501114,0.268128,-0.143099,0.076064,0.081467,0.171186,0.213596,0.286622,0.243821,0.236234,1,0,0,0
159,'2019/05/28 21:03:43:785',1,1.048297,0.17094,0.508951,0.303726,0.356058,0.094898,0.112983,0.114962,0.112965,0.229598,0.2883,0.106853,0.15848,1,0,0,0
160,'2019/05/28 21:03:43:802',1,0.829107,0.164493,0.680339,0.314918,0.340614,0.089411,0.248489,0.306488,0.226679,0.146858,0.247509,0.158303,0.283647,1,0,0,0
161,'2019/05/28 21:03:43:818',1,0.950665,0.139722,0.705679,0.357036,0.217961,-0.067549,0.220841,0.276162,0.236458,0.329681,0.321517,0.107279,0.144567,1,0,0,0
162,'2019/05/28 21:03:43:835',1,0.843461,0.169654,0.793487,0.30383,0.304937,0.097837,0.187229,0.265897,0.254077,0.268126,0.157237,0.167916,0.214155,1,0,0,0
163,'2019/05/28 21:03:43:851',1,0.711679,-0.148055,0.503487,0.296512,0.328925,0.108804,0.340938,0.410917,0.345856,0.277952,0.218337,0.218034,0.199801,1,0,0,0
164,'2019/05/28 21:03:43:868',1,0.773183,-0.055873,0.46875,0.450558,0.444239,0.306384,0.310892,0.168478,0.222675,0.169438,0.187992,0.268629,0.21845,1,0,0,0
165,'2019/05/28 21:03:43:885',1,0.978808,0.133062,0.497559,0.375069,0.307215,0.016789,0.192929,0.288865,0.235703,0.174024,0.205383,0.181665,0.300316,1,0,0,0
166,'2019/05/28 21:03:43:902',1,1.038449,0.209276,0.552909,0.069332,0.133871,0.061485,0.109831,0.281262,0.238137,0.239305,0.319638,0.299517,0.243415,1,0,0,0
167,'2019/05/28 21:03:43:918',1,0.869152,0.24509,0.712005,0.269661,0.221622,0.051593,0.131775,0.409775,0.324934,0.193227,0.238715,0.228562,0.130377,1,0,0,0
168,'2019/05/28 21:03:43:935',1,0.840945,0.04832,0.523872,0.228386,0.128533,-0.023032,0.102756,0.336531,0.346927,0.383856,0.271199,0.169584,0.265248,1,0,0,0
169,'2019/05/28 21:03:43:952',1,0.8432,0.020583,0.533072,0.404069,0.339778,0.180712,0.379662,0.363569,0.318171,0.28787,0.170029,0.045088,0.138142,1,0,0,0
170,'2019/05/28 21:03:43:968',1,0.959412,0.121012,0.673455,0.408979,0.322554,0.111709,0.004831,0.252831,0.26233,0.269653,0.15915,0.15521,0.282233,1,0,0,0
171,'2019/05/28 21:03:43:984',1,0.929408,0.005205,0.574611,0.233114,0.176486,-0.065174,0.15436,0.377027,0.353824,0.316519,0.270275,0.299928,0.337035,1,0,0,0
172,'2019/05/28 21:03:44:002',1,0.86206,-0.01519,0.646311,0.257242,0.269231,0.033907,0.233818,0.437746,0.355542,0.270425,0.28392,0.232882,0.101928,1,0,0,0
173,'2019/05/28 21:03:44:018',1,0.824237,0.136083,0.788086,0.587167,0.2646,-0.042644,0.201914,0.197101,0.252624,0.196993,0.220216,0.161261,0.184596,1,0,0,0
174,'2019/05/28 21:03:44:035',1,0.847107,-0.016236,0.651614,0.277331,0.270499,0.085409,0.243497,0.397984,0.300498,0.257926,0.210053,0.138931,0.257358,1,0,0,0
175,'2019/05/28 21:03:44:052',1,0.825262,-0.058871,0.477278,0.223416,0.318453,0.102845,0.168762,0.409362,0.345885,0.202161,0.288956,0.189924,0.317776,1,0,0,0
176,'2019/05/28 21:03:44:068',1,0.643854,-0.073531,0.645578,0.370827,0.43509,0.109832,0.136687,0.177857,0.206552,0.340876,0.206872,0.274639,0.308278,1,0,0,0
177,'2019/05/28 21:03:44:085',1,0.953588,0.237175,0.759758,0.410757,0.2508,-0.007556,0.125546,0.187869,0.28714,0.040985,0.220397,0.214275,0.271283,1,0,0,0
178,'2019/05/28 21:03:44:102',1,0.868766,-0.01587,0.638825,0.199199,0.242566,0.167053,0.258759,0.314619,0.167521,0.198289,0.241489,0.206615,0.148204,1,0,0,0
179,'2019/05/28 21:03:44:118',1,0.944805,-0.053153,0.526716,0.316805,0.17567,0.254842,0.29811,0.256516,0.230335,0.154327,0.277891,0.251589,0.238387,1,0,0,0
180,'2019/05/28 21:03:44:135',1,0.899406,0.183287,0.719037,0.298936,0.116239,-0.023385,0.124628,0.325851,0.324596,0.192252,0.251392,0.097715,0.146359,1,0,0,0
181,'2019/05/28 21:03:44:151',1,0.991143,0.146713,0.70185,0.184732,0.101399,-0.008073,0.137854,0.389036,0.409156,0.261261,0.046231,0.191725,0.108475,1,0,0,0
182,'2019/05/28 21:03:44:168',1,1.048893,0.196265,0.64587,0.275285,0.263586,-0.013779,0.119925,0.159497,0.19019,0.208076,0.165748,0.234741,0.240349,1,0,0,0
183,'2019/05/28 21:03:44:185',1,0.814025,0.153501,0.833669,0.438633,0.269865,-0.030042,0.213594,0.270844,0.247948,0.181174,0.220349,0.117408,0.168697,1,0,0,0
184,'2019/05/28 21:03:44:201',1,0.935286,-0.004003,0.732707,0.48712,0.4264,-0.030364,0.10647,0.207843,0.279267,0.246516,0.082907,0.089652,0.277362,1,0,0,0
185,'2019/05/28 21:03:44:218',1,0.909027,0.090517,0.755864,0.265717,0.193039,-0.033855,0.048281,0.177487,0.173362,0.316511,0.346203,0.32202,0.316113,1,0,0,0
186,'2019/05/28 21:03:44:235',1,1.01105,0.24591,0.691508,0.393467,0.425542,0.089075,-0.013351,0.002476,0.198119,0.261549,0.222597,0.1516,0.176813,1,0,0,0
187,'2019/05/28 21:03:44:252',1,0.839775,-0.135083,0.450249,0.077581,0.103068,0.002149,0.151752,0.279266,0.342726,0.435847,0.530952,0.312877,0.249325,1,0,0,0
188,'2019/05/28 21:03:44:268',1,0.955486,0.144159,0.744615,0.278868,0.181964,0.090538,0.124979,0.112389,0.117411,0.191261,0.307416,0.217247,0.188889,1,0,0,0
189,'2019/05/28 21:03:44:285',1,0.818711,0.254417,0.702218,0.175264,0.217248,0.056107,0.125676,0.195986,0.27022,0.272639,0.377042,0.250068,0.195866,1,0,0,0
190,'2019/05/28 21:03:44:302',1,0.898418,-0.16477,0.635421,0.31113,0.285967,0.145942,0.209278,0.328424,0.225751,0.29766,0.224066,0.222609,0.24894,1,0,0,0
191,'2019/05/28 21:03:44:318',1,0.914212,0.048675,0.446642,0.13719,0.209461,-0.120673,0.071021,0.232875,0.221608,0.436408,0.378119,0.253133,0.247253,1,0,0,0
192,'2019/05/28 21:03:44:334',1,0.975514,0.177719,0.630068,0.35718,0.335436,0.111689,0.18776,0.295299,0.161816,0.179649,0.196751,0.122378,0.21294,1,0,0,0
193,'2019/05/28 21:03:44:351',1,1.09772,0.120822,0.561982,0.319285,0.363644,0.045352,0.118317,0.195916,0.133286,0.247468,0.380153,0.150518,0.085798,1,0,0,0
194,'2019/05/28 21:03:44:368',1,0.898442,0.089651,0.674264,0.296004,0.152047,-0.014408,0.131711,0.235833,0.287758,0.266515,0.200859,0.132583,0.237467,1,0,0,0
195,'2019/05/28 21:03:44:385',1,0.953171,0.063254,0.40519,0.180734,0.402491,0.162035,0.124655,0.192881,0.207811,0.19302,0.27065,0.299703,0.232823,1,0,0,0
196,'2019/05/28 21:03:44:401',1,0.934968,0.111373,0.600578,0.224245,0.216761,0.220938,0.091635,0.19155,0.302313,0.305575,0.234307,0.004816,0.199375,1,0,0,0
197,'2019/05/28 21:03:44:418',1,1.053566,0.132905,0.527351,0.193939,0.32762,0.091281,0.031043,0.136516,0.231308,0.289565,0.298771,0.16249,0.33341,1,0,0,0
198,'2019/05/28 21:03:44:434',1,0.984136,0.279403,0.823139,0.357544,0.331478,0.111723,0.121672,0.089444,0.165136,0.122516,0.086168,0.161727,0.285641,1,0,0,0
199,'2019/05/28 21:03:44:452',1,0.875114,0.007579,0.617278,0.319457,0.273109,-0.046802,0.024632,0.228429,0.250083,0.258832,0.332497,0.118169,0.315072,1,0,0,0
200,'2019/05/28 21:03:44:468',1,0.967622,0.256449,0.816219,0.36687,0.294878,0.083257,0.071743,0.121338,0.175849,0.217313,0.176993,0.124666,0.268017,1,0,0,0
201,'2019/05/28 21:03:44:485',1,0.999088,0.021985,0.58264,0.215924,0.347411,-0.041321,0.041831,0.21964,0.199762,0.222739,0.338796,0.198614,0.215557,1,0,0,0
202,'2019/05/28 21:03:44:502',1,0.991636,0.234529,0.874183,0.571473,0.334762,0.121426,0.061863,0.029732,0.150324,0.189822,0.225472,0.096961,0.143174,1,0,0,0
203,'2019/05/28 21:03:44:518',1,0.813902,0.046341,0.684872,0.372889,0.437039,0.16199,0.081964,0.277758,0.23979,0.195886,0.304902,0.202796,0.184532,1,0,0,0
204,'2019/05/28 21:03:44:534',1,0.981112,0.080223,0.57382,0.388631,0.271883,-0.03166,0.065609,0.1647,0.253124,0.37892,0.373928,0.155726,0.231398,1,0,0,0
205,'2019/05/28 21:03:44:552',1,0.702581,-0.055876,0.432365,0.401421,0.341164,0.249289,0.342718,0.237414,0.174885,0.381791,0.258487,0.224434,0.18038,1,0,0,0
206,'2019/05/28 21:03:44:568',1,0.777767,-0.111256,0.313839,0.232867,0.331421,0.12431,0.223637,0.481148,0.416553,0.245721,0.25048,0.166539,0.134356,1,0,0,0
207,'2019/05/28 21:03:44:585',1,0.84967,0.054228,0.449887,0.10151,0.176465,0.065051,0.149366,0.322251,0.275778,0.186583,0.207465,0.211625,0.285122,1,0,0,0
208,'2019/05/28 21:03:44:602',1,0.926289,0.184906,0.658921,0.388868,0.17355,0.073346,0.126818,0.214623,0.206057,0.219287,0.260906,0.096181,0.197684,1,0,0,0
209,'2019/05/28 21:03:44:618',1,0.883557,0.076749,0.579819,0.429756,0.278183,-0.000949,0.170116,0.165582,0.207657,0.304574,0.253345,0.159233,0.173157,1,0,0,0
210,'2019/05/28 21:03:46:535',2,0.962502,0.108971,0.563526,0.506006,0.309953,0.060189,0.189802,0.363208,0.348495,0.198597,0.19045,0.187752,0.175974,1,0,0,0
211,'2019/05/28 21:03:46:552',2,0.809555,0.014041,0.353342,0.214829,0.174515,0.260596,0.258791,0.301071,0.395269,0.434201,0.384495,0.125051,0.127568,1,0,0,0
212,'2019/05/28 21:03:46:568',2,0.938296,0.297526,0.680485,0.522377,0.326612,0.031619,0.070658,0.088979,0.269602,0.170229,0.223128,0.286922,0.216437,1,0,0,0
213,'2019/05/28 21:03:46:585',2,1.072049,0.264373,0.693745,0.426881,0.07768,0.015511,0.195975,0.30165,0.359902,0.273339,0.079972,0.117144,0.211032,1,0,0,0
214,'2019/05/28 21:03:46:601',2,0.991414,0.043297,0.36792,0.278588,0.150191,0.001455,0.112216,0.202472,0.360457,0.352367,0.246242,0.249087,0.319302,1,0,0,0
215,'2019/05/28 21:03:46:618',2,1.093315,0.176676,0.670776,0.310082,0.182414,-0.069053,0.158739,0.205397,0.236995,0.39245,0.205836,0.125673,0.20236,1,0,0,0
216,'2019/05/28 21:03:46:634',2,0.957103,0.01032,0.410388,0.389803,0.183872,0.146629,0.217571,0.276953,0.288592,0.304727,0.221875,0.212871,0.255958,1,0,0,0
217,'2019/05/28 21:03:46:652',2,0.914782,0.25718,0.603367,0.588458,0.217265,-0.150629,0.102148,0.215637,0.482468,0.30476,0.292055,0.242967,0.311159,1,0,0,0
218,'2019/05/28 21:03:46:668',2,1.117576,0.185816,0.429906,0.380469,0.272835,0.035048,0.087288,0.122243,0.230087,0.243106,0.321755,0.318009,0.219822,1,0,0,0
219,'2019/05/28 21:03:46:685',2,0.919142,0.126531,0.600919,0.482032,0.230142,0.165803,0.188832,0.272489,0.205521,0.229277,0.318269,0.284886,0.190099,1,0,0,0
220,'2019/05/28 21:03:46:702',2,0.883813,-0.168984,0.080831,0.184103,0.281742,0.041716,0.212848,0.391576,0.412571,0.292373,0.445872,0.503238,0.204663,1,0,0,0
221,'2019/05/28 21:03:46:718',2,0.993373,0.225241,0.372795,0.410499,0.213824,-0.005287,0.12875,0.174655,0.296414,0.276934,0.218968,0.255848,0.247202,1,0,0,0
222,'2019/05/28 21:03:46:735',2,0.889558,0.16572,0.374802,0.449012,0.193429,0.081798,0.26568,0.162393,0.118618,0.213178,0.348756,0.33699,0.315491,1,0,0,0
223,'2019/05/28 21:03:46:752',2,1.05837,0.231282,0.359672,0.2116,0.045193,0.154701,0.34051,0.348978,0.238255,0.237699,0.386376,0.3587,0.181256,1,0,0,0
224,'2019/05/28 21:03:46:768',2,1.245298,0.277739,0.561259,0.367798,0.135067,-0.067147,0.05955,0.313028,0.313447,0.278581,0.226611,0.262482,0.283549,1,0,0,0
225,'2019/05/28 21:03:46:785',2,0.982926,0.313475,0.664726,0.374825,0.162915,0.169839,0.293209,0.253515,0.283005,0.233837,0.099538,0.100571,0.226671,1,0,0,0
226,'2019/05/28 21:03:46:801',2,1.189268,0.302002,0.363949,0.286046,0.115733,0.009832,0.116666,0.169704,0.252418,0.203273,0.225146,0.294075,0.208735,1,0,0,0
227,'2019/05/28 21:03:46:818',2,1.050736,0.092746,0.452915,0.380797,0.256152,0.076677,0.239252,0.336068,0.320453,0.204033,0.32594,0.169042,0.148481,1,0,0,0
228,'2019/05/28 21:03:46:835',2,1.023773,0.284797,0.649477,0.377594,0.158128,0.01034,0.064106,0.078961,0.343304,0.395486,0.242462,0.210033,0.240664,1,0,0,0
229,'2019/05/28 21:03:46:852',2,1.015076,0.24643,0.512033,0.556098,0.197958,-0.061711,0.137498,0.175538,0.241061,0.299488,0.153653,0.313027,0.255414,1,0,0,0
230,'2019/05/28 21:03:46:868',2,0.933084,0.105484,0.631568,0.45913,0.430005,0.065982,0.1848,0.172997,0.211553,0.325508,0.320104,0.424958,0.103942,1,0,0,0
231,'2019/05/28 21:03:46:885',2,0.997896,0.14193,0.359097,0.253388,0.363787,0.270388,0.239048,0.262607,0.385971,0.378369,0.290909,0.134032,0.25478,1,0,0,0
232,'2019/05/28 21:03:46:901',2,1.172637,0.343654,0.499627,0.432067,0.150997,0.030042,0.163737,0.216102,0.307668,0.214914,0.183496,0.155213,0.212738,1,0,0,0
233,'2019/05/28 21:03:46:917',2,1.086618,0.279916,0.453644,0.341381,0.131585,0.00813,0.156639,0.160587,0.217371,0.270973,0.231983,0.183287,0.250234,1,0,0,0
234,'2019/05/28 21:03:46:935',2,1.07062,0.248396,0.462517,0.412192,0.221152,-0.126809,0.112308,0.139703,0.270935,0.356715,0.174122,0.271924,0.26566,1,0,0,0
235,'2019/05/28 21:03:46:951',2,1.021419,0.303592,0.573833,0.590702,0.215351,0.005386,0.195701,0.277981,0.176141,0.08221,0.105617,0.217871,0.25037,1,0,0,0
236,'2019/05/28 21:03:46:968',2,1.022673,0.173326,0.578476,0.439739,0.284278,0.185635,0.214699,0.139708,0.212357,0.309322,0.289055,0.167478,0.242203,1,0,0,0
237,'2019/05/28 21:03:46:984',2,1.043208,0.34895,0.647427,0.311616,0.129959,-0.067311,-0.024968,0.226051,0.367384,0.332622,0.266633,0.101827,0.22898,1,0,0,0
238,'2019/05/28 21:03:47:002',2,1.138544,0.244529,0.40832,0.258046,0.05695,0.048202,0.180218,0.13204,0.363465,0.276699,0.270665,0.26805,0.228263,1,0,0,0
239,'2019/05/28 21:03:47:018',2,0.923955,0.42569,0.807068,0.503834,0.211339,-0.026907,0.049525,0.192833,0.349552,0.317816,0.032091,0.121559,0.31994,1,0,0,0
240,'2019/05/28 21:03:47:035',2,0.868254,0.012924,0.39463,0.381557,0.217527,0.195337,0.254047,0.252071,0.275265,0.364987,0.289548,0.196983,0.276392,1,0,0,0
241,'2019/05/28 21:03:47:051',2,0.894536,0.142253,0.384483,0.389149,0.269216,0.023026,0.127657,0.191715,0.260125,0.333886,0.234725,0.160905,0.185546,1,0,0,0
242,'2019/05/28 21:03:47:068',2,1.151565,0.383146,0.543648,0.323526,0.083338,-0.11181,0.150974,0.278987,0.351679,0.203748,0.20516,0.190363,0.172237,1,0,0,0
243,'2019/05/28 21:03:47:085',2,0.915211,0.276701,0.560599,0.21227,0.091872,0.077017,0.264601,0.368783,0.220895,0.287716,0.422712,0.226557,0.214004,1,0,0,0
244,'2019/05/28 21:03:47:102',2,1.066986,0.165476,0.367255,0.257419,0.138964,-0.047402,0.146008,0.257519,0.264288,0.348194,0.295614,0.295463,0.323925,1,0,0,0
245,'2019/05/28 21:03:47:118',2,1.084035,0.310582,0.41028,0.336147,0.327964,0.170375,0.114498,0.251772,0.291888,0.26363,0.206492,0.149867,0.236181,1,0,0,0
246,'2019/05/28 21:03:47:135',2,1.062611,0.331258,0.456913,0.325821,0.193911,0.050757,0.252759,0.212781,0.200313,0.173617,0.229053,0.224012,0.15621,1,0,0,0
247,'2019/05/28 21:03:47:151',2,1.09151,0.529032,0.49753,0.32694,0.110548,-0.010269,0.240189,0.256917,0.127431,0.206361,0.216761,0.158536,0.268723,1,0,0,0
248,'2019/05/28 21:03:47:169',2,1.132872,0.262714,0.442981,0.455741,0.203457,-0.036137,0.294581,0.220284,0.155084,0.332952,0.359329,0.276061,0.202131,1,0,0,0
249,'2019/05/28 21:03:47:185',2,1.002523,0.180672,0.408374,0.320164,0.025876,-0.005549,0.217785,0.294094,0.410281,0.310367,0.339376,0.476764,0.260823,1,0,0,0
250,'2019/05/28 21:03:47:202',2,1.231512,0.345158,0.509628,0.597945,0.05828,-0.028405,0.235714,0.253986,0.312543,0.223556,0.113529,0.030789,0.230535,1,0,0,0
251,'2019/05/28 21:03:47:218',2,0.967175,0.33788,0.584647,0.407918,-0.021564,-0.09684,0.24456,0.327734,0.289069,0.120652,0.177187,0.216466,0.230916,1,0,0,0
252,'2019/05/28 21:03:47:235',2,1.118391,0.349964,0.382146,0.411252,0.270576,0.149029,0.22382,0.121025,0.183133,0.268605,0.288067,0.151545,0.146577,1,0,0,0
253,'2019/05/28 21:03:47:251',2,1.226003,0.383872,0.675595,0.518364,0.267923,0.11726,0.01116,0.027648,0.27074,0.167339,0.16815,0.228601,0.255515,1,0,0,0
254,'2019/05/28 21:03:47:268',2,1.185115,0.310742,0.553272,0.332458,0.079648,0.019718,0.150114,0.192679,0.220159,0.173874,0.232826,0.265909,0.277602,1,0,0,0
255,'2019/05/28 21:03:47:285',2,1.046478,0.343033,0.609633,0.587018,0.289744,-0.109541,0.162472,0.180403,0.228232,0.318843,0.280786,0.214073,0.207302,1,0,0,0
256,'2019/05/28 21:03:47:302',2,1.052733,0.411196,0.548765,0.437599,0.225116,0.078514,0.122027,0.216069,0.360051,0.357493,0.170773,0.100561,0.153386,1,0,0,0
257,'2019/05/28 21:03:47:318',2,1.079883,0.188349,0.53273,0.435227,-0.014666,-0.116632,0.16008,0.089738,0.186186,0.340013,0.366853,0.260689,0.188856,1,0,0,0
258,'2019/05/28 21:03:47:335',2,0.975016,0.426219,0.777201,0.571118,0.465372,0.066137,0.145909,0.186853,0.185486,0.138786,0.182818,0.147416,0.244605,1,0,0,0
259,'2019/05/28 21:03:47:351',2,0.990142,0.261491,0.634831,0.368313,0.227996,0.155435,0.303911,0.371488,0.342581,0.248372,-0.033909,0.050539,0.257516,1,0,0,0
260,'2019/05/28 21:03:47:368',2,0.928872,0.31241,0.511085,0.333629,0.075888,-0.059321,0.185559,0.293872,0.276155,0.263872,0.403153,0.214472,0.19209,1,0,0,0
261,'2019/05/28 21:03:47:385',2,1.087252,0.136424,0.274533,0.240435,0.140303,-0.083445,0.258547,0.199817,0.317839,0.395054,0.295674,0.234682,0.279803,1,0,0,0
262,'2019/05/28 21:03:47:402',2,0.989731,0.327789,0.678485,0.496997,0.277676,0.096569,0.171916,0.007298,0.067072,0.264711,0.33975,0.175711,0.249629,1,0,0,0
263,'2019/05/28 21:03:47:418',2,1.005027,0.282167,0.603185,0.465571,0.26037,0.03176,0.200181,0.284531,0.190573,0.160111,0.242938,0.277483,0.246828,1,0,0,0
264,'2019/05/28 21:03:47:434',2,0.961624,0.095653,0.431282,0.335678,0.208876,0.06252,0.122426,0.213912,0.437087,0.35837,0.255606,0.276986,0.281049,1,0,0,0
265,'2019/05/28 21:03:47:451',2,1.099707,0.522039,0.448739,0.197423,0.131005,0.051837,0.08561,0.17291,0.260699,0.171288,0.19011,0.253126,0.403495,1,0,0,0
266,'2019/05/28 21:03:47:468',2,1.12625,0.416838,0.56663,0.511211,0.326875,0.260826,0.239167,0.011026,0.030941,0.214286,0.214262,0.209277,0.035215,1,0,0,0
267,'2019/05/28 21:03:47:485',2,1.184429,0.447253,0.617673,0.390845,0.247719,-0.148598,0.28102,0.191612,0.19882,0.200892,0.086601,0.223551,0.313989,1,0,0,0
268,'2019/05/28 21:03:47:501',2,0.99555,0.233049,0.526379,0.397302,0.29104,0.093408,0.084245,0.231114,0.39088,0.36869,0.19478,0.106193,0.12661,1,0,0,0
269,'2019/05/28 21:03:47:518',2,0.984956,0.123773,0.269145,0.226217,0.04582,0.062092,0.099166,0.293625,0.400677,0.252769,0.318666,0.372282,0.378908,1,0,0,0
270,'2019/05/28 21:03:47:534',2,0.896056,0.342037,0.647951,0.48753,0.259739,0.092546,0.188689,0.208212,0.227682,0.207923,0.265813,0.191108,0.178356,1,0,0,0
271,'2019/05/28 21:03:47:552',2,1.185319,0.35366,0.426505,0.267758,0.06479,0.082478,0.124368,0.152879,0.264661,0.261977,0.403787,0.234584,0.210253,1,0,0,0
272,'2019/05/28 21:03:47:568',2,0.938383,0.300177,0.441527,0.405101,0.37485,0.103679,0.086702,0.086136,0.243334,0.279013,0.372795,0.345265,0.271188,1,0,0,0
273,'2019/05/28 21:03:47:585',2,1.105443,0.422271,0.562847,0.393233,0.234239,0.018656,0.015263,0.115593,0.386978,0.282757,0.205103,0.202547,0.273284,1,0,0,0
274,'2019/05/28 21:03:47:601',2,1.04468,0.226041,0.559618,0.38288,0.268515,0.027896,0.078442,0.218339,0.388178,0.226491,0.226449,0.213309,0.27829,1,0,0,0
275,'2019/05/28 21:03:47:618',2,0.996219,0.301066,0.670455,0.43569,0.22269,0.117007,0.162022,0.232903,0.256166,0.317147,0.173253,0.174209,0.116827,1,0,0,0
